nbeval fitness
10000 44486.0
10000 44111.0
10000 44422.0
10000 44346.0
10000 44223.0
10000 44220.0
10000 44541.0
10000 44828.0
10000 44326.0
10000 44658.0
10000 44926.0
10000 44450.0
10000 44948.0
10000 44476.0
10000 44869.0
10000 44681.0
10000 44108.0
10000 44634.0
10000 44110.0
10000 44172.0
10000 44505.0
10000 44597.0
10000 44534.0
10000 44164.0
10000 44747.0
10000 44708.0
10000 44285.0
10000 44145.0
10000 45359.0
10000 44644.0
10000 44752.0
10000 44226.0
10000 44687.0
10000 44882.0
10000 44774.0
10000 44717.0
10000 44940.0
10000 44689.0
10000 44362.0
10000 44648.0
10000 44601.0
10000 44299.0
